"ENSEMBL","SYMBOL","gene_type","strand","chrom","dBGLF5_Early_c2-1","dBGLF5_Late_c2-1","dBGLF5_Early_c2-2","dBGLF5_Late_c2-2","dBGLF5_Early_c2-3","dBGLF5_Late_c2-3","log2FoldChange","pvalue","padj","dBGLF5_Early_groupMean","dBGLF5_Late_groupMean","baseMean"
"ENSG00000143379","SETDB1","protein_coding","+","chr1",261.289660546669,26.0028834114417,248.387473291422,99.8216740941409,450.266735184919,174.250685346558,-1.36928945108842,0.00309087038591064,0.0180992450253124,319.981289674337,100.025080950714,210.003185312525
"ENSG00000143384","MCL1","protein_coding","-","chr1",1134.47895102709,437.874453598157,1693.09919608931,711.885486290137,2749.56452900105,1238.11331139594,-0.999115893882717,0.00913646844111253,0.0317818580772986,1859.04755870582,795.957750428077,1327.50265456695
"ENSG00000143387","CTSK","protein_coding","-","chr1",316.309755131441,132.045579086769,255.814159182722,112.580840880238,377.00590061385,179.470273515818,-0.998783492765317,0.00378012870657806,0.0200919255672962,316.376604976004,141.365564494275,228.871084735139
"ENSG00000143390","RFX5","protein_coding","-","chr1",521.578870656079,187.535562616105,782.176269784723,469.202977531008,1336.67817221719,619.627516169396,-0.804228690808371,0.0342093037939242,0.0708933231814513,880.144437552662,425.455352105503,652.799894829083
"ENSG00000143393","PI4KB","protein_coding","-","chr1",325.064387899414,113.802355310365,329.921615620308,114.624886115603,603.752579872058,267.920552571366,-1.1175284272405,0.00449038382618489,0.0220199685649481,419.57952779726,165.449264665778,292.514396231519
"ENSG00000143398","PIP5K1A","protein_coding","+","chr1",540.359972351037,122.224523337143,675.367697773478,194.708254435715,852.386618215726,320.165124059183,-1.51999595133858,0.00010165192415039,0.00319383787491869,689.371429446747,212.365967277347,450.868698362047
"ENSG00000143401","ANP32E","protein_coding","-","chr1",1304.63924482492,780.061949867365,1304.3814900392,800.830905192638,1797.47997064468,990.500700644271,-0.660388125782095,0.0285142526364295,0.06323272614902,1468.83356850293,857.131185234758,1162.98237686885
"ENSG00000143409","MINDY1","protein_coding","-","chr1",122.898160477386,12.8285125160872,53.0955492203507,32.4944833913533,123.929784350602,80.1443567348746,-0.86335137352015,0.0457321455229313,0.0863936183727203,99.9744980161129,41.8224508807717,70.8984744484423
"ENSG00000143418","CERS2","protein_coding","-","chr1",168.940516241612,53.7148465452738,224.535780898398,80.8702557778821,315.458559578708,159.421845729294,-1.01944322743555,0.00998635779460884,0.0333582594751038,236.311618906239,98.0023160174832,167.156967461861
"ENSG00000143420","ENSA","protein_coding","-","chr1",407.549894992824,173.863455445395,615.371265355685,304.623981019534,897.893997317176,483.580481964549,-0.783482545438088,0.0323734278187875,0.0684603988322758,640.271719221895,320.689306143159,480.480512682527
"ENSG00000143436","MRPL9","protein_coding","-","chr1",74.5951457648757,31.7691847626785,142.63452149437,62.8674480832835,226.399646140805,101.28244580081,-0.860163265312782,0.0351422429409238,0.0721783509099487,147.876437800017,65.306359548924,106.59139867447
"ENSG00000143437","ARNT","protein_coding","-","chr1",432.390814622534,214.251085529555,537.109392133951,233.861507941007,734.053130152403,514.830989317669,-0.639447071061102,0.0660331935719975,0.110747017716962,567.851112302963,320.981194262744,444.416153282853
"ENSG00000143442","POGZ","protein_coding","-","chr1",995.306939851385,242.121872352641,880.386537916677,311.277232078626,1845.47115172016,643.489667478395,-1.43010805240341,0.00044986776701651,0.00699209369799065,1240.38820982941,398.962923969887,819.675566899647
"ENSG00000143443","C1orf56","protein_coding","+","chr1",24.7244837273047,1.93769824629071,25.8880882925654,8.19043779356374,36.4402230505292,7.14806244565947,-1.82621585535867,0.00307058972594487,0.0180671688432058,29.0175983567998,5.75873282850464,17.3881655926522
"ENSG00000143450","OAZ3","protein_coding","+","chr1",30.2215713503121,50.1663889484634,24.6529316621515,38.5103498605982,29.4368538906723,35.5332483234051,0.358428874960778,0.319947196237975,0.377464704716812,28.1037856343786,41.4033290441556,34.7535573392671
"ENSG00000143452","HORMAD1","protein_coding","-","chr1",13.6931211706966,10.1471004245205,8.98049287691132,15.1746166202949,4.57884176806466,11.6595464857922,0.186320115033025,0.598868662122638,0.64251669936565,9.08415193855752,12.3270878435359,10.7056198910467
"ENSG00000143457","GOLPH3L","protein_coding","-","chr1",176.111403327646,75.2144209112225,244.400887028812,101.697193002916,287.022501083572,163.714572958092,-0.857093589976716,0.0178615323339287,0.0471654543764413,235.84493048001,113.542062290744,174.693496385377
"ENSG00000143458","GABPB2","protein_coding","+","chr1",360.653161817439,171.408360416611,383.762128596042,227.631596208118,499.836888155852,361.786079327684,-0.562140443269102,0.0866582366038914,0.134136070643131,414.750726189778,253.608678650804,334.179702420291
"ENSG00000143476","DTL","protein_coding","+","chr1",384.117181091991,286.213081118163,391.354607847245,195.829645318226,379.765350539744,243.782727056565,-0.556498561129865,0.0677312406941162,0.11271819709218,385.079046492993,241.941817830985,313.510432161989
"ENSG00000143479","DYRK3","protein_coding","+","chr1",80.7264321627432,28.0188641820175,104.117916259676,73.7944986681832,106.930258355954,66.9376113890589,-0.574676099651896,0.114835982774832,0.16549974928141,97.2582022594577,56.2503247464199,76.7542635029388
"ENSG00000143486","EIF2D","protein_coding","-","chr1",234.125034848954,114.215608277393,288.102349888536,125.018823736976,433.346476948191,220.815690566757,-0.855755387250096,0.0173806639772553,0.046481057774858,318.524620561894,153.350040860376,235.937330711135
"ENSG00000143493","INTS7","protein_coding","-","chr1",130.597911387127,111.939993452392,144.084921965918,220.40526147315,337.17255958485,197.90259662273,-0.139673813791405,0.673732638588937,0.7123100026981,203.951797645965,176.749283849424,190.350540747695
"ENSG00000143494","VASH2","protein_coding","+","chr1",42.8413992343647,24.8932191100802,61.5282445574853,39.2247112526636,151.855479477055,94.8351601261546,-0.412475535938613,0.269627954651221,0.326300635117361,85.4083744229683,52.9843634962994,69.1963689596339
"ENSG00000143498","TAF1A","protein_coding","-","chr1",19.2599103614351,18.252114051536,55.2751381097123,26.6819071361195,47.1959224071532,22.9305105412227,-0.524647272502642,0.17577944722064,0.230429584916425,40.5769902927669,22.6215105762927,31.5992504345298
"ENSG00000143499","SMYD2","protein_coding","+","chr1",165.37546396775,65.4028470772052,132.49047979514,175.640643000835,268.428979271842,125.622931206581,-0.45500183188642,0.191257726746125,0.246201940513441,188.764974344911,122.222140428207,155.493557386559
"ENSG00000143502","SUSD4","protein_coding","-","chr1",13.0448791687123,31.2338336063524,10.8330695780893,31.3864389758352,8.21014835950573,32.04047474148,1.1357875063409,0.017722835106844,0.047025703328841,10.6960323687691,31.5535824412225,21.1248074049958
"ENSG00000143507","DUSP10","protein_coding","-","chr1",38.103934990516,30.6729334235617,105.841736762645,107.532205303881,166.616978222622,75.5366133294831,-0.326448032614054,0.368591106068461,0.425238658348452,103.520883325261,71.2472506856419,87.3840670054514
"ENSG00000143514","TP53BP2","protein_coding","-","chr1",289.781734974713,196.512427197284,307.378880020778,235.112467580742,430.285055855292,277.223718841833,-0.425466978109215,0.167286309623585,0.221582319456081,342.481890283595,236.28287120662,289.382380745107
"ENSG00000143515","ATP8B2","protein_coding","+","chr1",97.3531288831998,28.5106604125799,121.952373468453,49.1612566527846,209.631747530536,147.869651700405,-0.612192539743093,0.117530394481681,0.168510212303961,142.979083294063,75.1805229219232,109.079803107993
"ENSG00000143537","ADAM15","protein_coding","+","chr1",56.1896215462668,30.3350330377721,77.6974775977231,41.0317246433738,64.167345864552,63.3878219247482,-0.372822015493322,0.287758791476797,0.345097963757521,66.0181483361806,44.9181932019647,55.4681707690726
"ENSG00000143543","JTB","protein_coding","-","chr1",137.274671105016,36.7494351049104,266.647256493354,72.0214968802063,356.824459776034,134.459551914757,-1.36648347026143,0.0020716296911419,0.0150486064823285,253.582129124801,81.0768279666244,167.329478545713
"ENSG00000143545","RAB13","protein_coding","-","chr1",149.774902258998,29.0729303881952,122.145712995222,71.1673115231812,196.438216957043,63.3963338111816,-1.28921081840672,0.00166120038368696,0.0135260361849767,156.119610737088,54.5455252408527,105.33256798897
"ENSG00000143549","TPM3","protein_coding","-","chr1",1604.04354232272,467.470821457995,2241.76224150191,1079.07549587946,2925.63154110984,1586.0238973517,-0.901347183970891,0.0163933787723163,0.0448613429418754,2257.14577497816,1044.19007156305,1650.66792327061
"ENSG00000143553","SNAPIN","protein_coding","+","chr1",49.9748867333428,6.98835549446598,77.0691438816692,31.8457716533963,136.970175755693,49.4709055273378,-1.14974768617528,0.0157411426692701,0.0440149462962749,88.0047354569016,29.4350108917334,58.7198731743175
"ENSG00000143554","SLC27A3","protein_coding","+","chr1",21.4366306547176,19.6804407038008,9.52363169251759,7.01758293944405,45.6826726369033,25.6372495444781,-0.255153321564455,0.481712684592792,0.534687355889891,25.5476449947128,17.4450910625743,21.4963680286436
"ENSG00000143569","UBAP2L","protein_coding","+","chr1",643.635089859276,229.503800326998,803.798514214848,371.538210027273,1107.72188167224,524.165732927193,-1.00236559134812,0.00513586882964259,0.0236380239446736,851.718495248788,375.069247760488,613.393871504638
"ENSG00000143570","SLC39A1","protein_coding","-","chr1",263.749481857394,61.7260899547902,406.285451753424,143.37097105543,609.529242013056,273.368946204325,-1.13948689193101,0.00718642769145139,0.027893691045258,426.521391874624,159.488669071515,293.00503047307
"ENSG00000143575","HAX1","protein_coding","+","chr1",178.476392499598,47.4501570021422,300.914670369513,90.2338853727182,334.068617212897,168.581828625958,-1.15292575087758,0.00523040384581228,0.0238056698402858,271.153226694003,102.08862366694,186.620925180471
"ENSG00000143578","CREB3L4","protein_coding","+","chr1",52.8137079611359,5.59692967677467,38.5774193053553,22.1090495764506,90.7131369465163,24.6600406096959,-1.37354034078795,0.00624076739894228,0.0261455512964105,60.7014214043358,17.4553399543071,39.0783806793214
"ENSG00000143603","KCNN3","protein_coding","-","chr1",467.592342840525,307.024550393762,684.087424128844,396.157506656602,1549.65494579365,705.566627590031,-0.703275095991583,0.058576304568805,0.101931298793282,900.44490425434,469.582894880132,685.013899567236
"ENSG00000143612","C1orf43","protein_coding","-","chr1",430.406520988018,126.123740476465,542.949921514961,323.143038410674,712.127119858123,449.009872537338,-0.694522879294916,0.0559494624008711,0.0987373269728796,561.827854120367,299.425550474826,430.626702297596
"ENSG00000143614","GATAD2B","protein_coding","-","chr1",704.931167702387,323.623677303307,636.488304472804,314.000388042597,1022.52256135269,328.087028967107,-1.155571239524,0.000471771066553527,0.00717060699747353,787.980677842627,321.903698104337,554.942187973482
"ENSG00000143621","ILF2","protein_coding","-","chr1",681.540673010131,182.652475678316,1023.79581519518,427.742929702713,1389.59117223302,583.660575759348,-1.14774933245585,0.00346134976977284,0.0191777720440384,1031.64255347944,398.018660380126,714.830606929785
"ENSG00000143622","RIT1","protein_coding","-","chr1",195.733976718542,73.7565671751857,219.708960884424,123.707171025376,371.610336977177,141.986251977449,-1.00764385357806,0.00693781552555438,0.0274436832902771,262.351091526715,113.149996726003,187.750544126359
"ENSG00000143624","INTS3","protein_coding","+","chr1",769.893182963125,241.830945079379,660.822960913749,425.716209606129,1279.55684841771,621.14425350677,-0.869346150816589,0.0164046355008192,0.0448613429418754,903.424330764862,429.56380273076,666.494066747811
"ENSG00000143633","C1orf131","protein_coding","-","chr1",22.8065659843164,25.0688367792126,62.9765239821647,32.7841054994055,72.1335677389742,46.9209537583687,-0.356108122845439,0.33049555470749,0.38775667972507,52.6388859018184,34.9246320123289,43.7817589570737
"ENSG00000143641","GALNT2","protein_coding","+","chr1",239.830962330759,55.265276166055,327.630750961315,140.604782193524,650.826979137126,186.318333966701,-1.41386126818015,0.00129507577902715,0.0122645354591631,406.096230809733,127.396130775427,266.74618079258
"ENSG00000143643","TTC13","protein_coding","-","chr1",228.25602574,89.0073990176957,202.029468203791,113.960795003782,355.607354584423,156.978731096892,-0.936208907176821,0.00920054279519235,0.0319003097568105,261.964282842738,119.98230837279,190.973295607764
"ENSG00000143653","SCCPDH","protein_coding","+","chr1",290.581142015772,134.841965815889,380.559692901749,158.580410984913,422.707862168966,220.290742889265,-0.930317859893721,0.00610606366380436,0.0258672243938186,364.616232362162,171.237706563356,267.926969462759
"ENSG00000143669","LYST","protein_coding","-","chr1",519.123699260815,610.521588871437,536.918569775209,602.125378683979,883.406450247801,501.609275507532,-0.138188908168195,0.639162396318483,0.680004559272749,646.482906427942,571.418747687649,608.950827057795
"ENSG00000143702","CEP170","protein_coding","-","chr1",427.610377351885,574.986255124893,507.865136263173,739.541885801874,843.98989875684,711.892818412771,0.144891188229948,0.633082241542172,0.674210335628839,593.155137457299,675.473653113179,634.314395285239
"ENSG00000143727","ACP1","protein_coding","+","chr2",346.543929517332,123.950417232643,409.913578406556,174.750816403245,528.734227840226,244.64016398384,-1.06807494914313,0.00264038486020859,0.016772183829412,428.397245254705,181.113799206576,304.75552223064
"ENSG00000143740","SNAP47","protein_coding","+","chr1",94.6510471967652,46.2414000308018,137.882329578201,68.3617691436646,206.430314029093,89.7279671675859,-0.869365150425791,0.0223676193194235,0.0543632220015433,146.32123026802,68.1103787806841,107.215804524352
"ENSG00000143742","SRP9","protein_coding","+","chr1",818.201666772273,337.499582841942,1113.48767112587,507.691754666132,1214.62850011907,618.76110684201,-0.952105640472798,0.00443941485104001,0.0219306343106321,1048.7726126724,487.984148116695,768.378380394549
"ENSG00000143748","NVL","protein_coding","-","chr1",101.469148715641,109.456237288897,138.000204165436,89.6049966480381,243.074185392085,120.214368032673,-0.437587336091217,0.196461150657615,0.251333801796003,160.847846091054,106.425200656536,133.636523373795
"ENSG00000143751","SDE2","protein_coding","-","chr1",242.334213250084,48.1119899710943,290.632233983941,108.597154282318,332.710113103195,163.31863805353,-1.20691840894223,0.00261636277564856,0.0167195451731986,288.55885344574,106.675927435647,197.617390440694
"ENSG00000143753","DEGS1","protein_coding","+","chr1",73.4114756801991,14.2280661639795,212.970434351654,79.2743218724339,276.786330314094,138.05097618848,-0.847577349055331,0.0522155454529034,0.0942948368421866,187.722746781982,77.1844547416313,132.453600761807
"ENSG00000143756","FBXO28","protein_coding","+","chr1",309.138785969003,119.892951258012,355.057557757807,105.605740527766,376.124854630096,267.700324073111,-0.876854251000092,0.0162248111614399,0.0446342878201472,346.773732785635,164.399671952963,255.586702369299
"ENSG00000143761","ARF1","protein_coding","+","chr1",1181.51250932205,207.492280796233,1364.53616266456,525.859983495378,1995.30068374742,708.164738789639,-1.45070767855038,0.000366945853953006,0.00626111407445655,1513.78311857801,480.50566769375,997.144393135881
"ENSG00000143771","CNIH4","protein_coding","+","chr1",54.588698530737,12.2702738499558,56.4910922206244,24.0456954384067,87.9110040591009,44.0680124213063,-0.947223323692779,0.0280471861628824,0.0625960496222588,66.3302649368207,26.7946605698896,46.5624627533552
"ENSG00000143772","ITPKB","protein_coding","-","chr1",120.407738568865,41.7143458620307,126.898903080055,30.5766671298179,187.181332564647,92.6157369008079,-1.1265484211515,0.00684998447129915,0.0272692842304307,144.829324737856,54.9689166308855,99.8991206843706
"ENSG00000143774","GUK1","protein_coding","+","chr1",590.73411028722,235.385937870654,527.445516410906,378.621935712161,810.180439209421,387.910980006034,-0.793988763362944,0.015828168050552,0.044128055260805,642.786688635849,333.972951196283,488.379819916066
"ENSG00000143776","CDC42BPA","protein_coding","-","chr1",265.363360322156,277.417839758805,334.673695023155,293.005910797563,743.200073408858,475.447054047875,-0.254592528797086,0.442060473797467,0.497548898973239,447.745709584723,348.623601534748,398.184655559735
"ENSG00000143786","CNIH3","protein_coding","+","chr1",13.4628074066796,3.35509125195996,21.7268499969803,5.97297860435511,11.3518563123481,12.4065163961521,-0.459898877021281,0.232261128728888,0.288395630785429,15.513837905336,7.24486208415574,11.3793499947459
"ENSG00000143793","C1orf35","protein_coding","-","chr1",85.9623551356881,8.74874531202099,109.542795116582,39.595939241585,124.784541096775,55.969948155365,-1.28003221601026,0.00633790637848106,0.0262658326040495,106.763230449682,34.7715442363237,70.7673873430028
"ENSG00000143797","MBOAT2","protein_coding","-","chr2",58.448670323055,65.8645320150945,213.680711155334,147.450077062216,361.596019080758,146.240298138445,-0.531748842727117,0.162383651055779,0.216240186115979,211.241800186382,119.851635738585,165.546717962484
"ENSG00000143799","PARP1","protein_coding","-","chr1",1955.80755090267,536.452335460549,2286.26142052251,1039.86511977621,3359.69151231626,1508.41059241041,-1.10680122714187,0.00304622136848543,0.018029118729616,2533.92016124715,1028.24268254905,1781.0814218981
"ENSG00000143801","PSEN2","protein_coding","+","chr1",53.4152566781322,26.2324137484509,79.4303176694153,38.2379909661126,101.929830696447,46.2169510772559,-0.822053704698481,0.0355195290442169,0.0726934434370175,78.258468347998,36.8957852639398,57.5771268059689
"ENSG00000143811","PYCR2","protein_coding","-","chr1",267.707770718292,61.094697705359,241.451293756351,94.5734025896717,464.202591482731,184.291300953858,-1.28175074150958,0.00194340570892985,0.0144770719732136,324.453885319125,113.319800416296,218.886842867711
"ENSG00000143815","LBR","protein_coding","-","chr1",318.664313013498,134.995476680408,615.800610837491,132.996879598408,798.182510326197,510.407659904306,-0.855768557445707,0.0352146024751165,0.0722500632061943,577.549144725729,259.466672061041,418.507908393385
"ENSG00000143847","PPFIA4","protein_coding","+","chr1",91.8360377398849,45.6273439309245,100.213355695505,59.1899260122752,137.254378135761,18.7637591300664,-1.16953407015418,0.00637175281677397,0.0263499088215165,109.76792385705,41.1936763577554,75.4808001074028
"ENSG00000143850","PLEKHA6","protein_coding","-","chr1",174.950089046312,50.4858934492877,113.627342828577,53.8283718115616,254.276811145171,84.9064474190371,-1.29660729880411,0.00139638042738698,0.0125244690887896,180.95141434002,63.0735708932955,122.012492616658
"ENSG00000143851","PTPN7","protein_coding","-","chr1",156.164476344013,85.6973831418485,279.741359104606,123.859337794066,633.311992772462,327.9275494273,-0.675839182652243,0.087640046148859,0.135261700698252,356.40594274036,179.161423454405,267.783683097382
"ENSG00000143862","ARL8A","protein_coding","-","chr1",41.5554475978378,21.9794917272441,55.8835971662352,32.9264121571817,72.7625590893717,62.1335633324474,-0.340046546094569,0.344825355164769,0.401426170434842,56.7338679511482,39.0131557389577,47.873511845053
"ENSG00000143870","PDIA6","protein_coding","-","chr2",783.984553865023,168.075025213043,1666.70108482337,495.625264461839,2233.32399321137,956.065172090718,-1.22742923443756,0.00572171498685586,0.0250541572115924,1561.33654396659,539.921820588533,1050.62918227756
"ENSG00000143889","HNRNPLL","protein_coding","-","chr2",109.0196409246,24.3655613164745,179.653653723139,50.6777482223511,170.209625276669,54.1494047402185,-1.61102320251723,0.000161773203980344,0.00397227984899635,152.960973308136,43.0642380930147,98.0126057005753
"ENSG00000143891","GALM","protein_coding","+","chr2",107.940196155784,46.0239259792887,199.154013946117,79.5388625748523,229.79649263742,85.4639354443181,-1.11657531473279,0.00467421406125179,0.0224637134904523,178.963567579774,70.3422413328197,124.652904456297
"ENSG00000143919","CAMKMT","protein_coding","+","chr2",27.3308038682901,26.2579703671298,25.8501562770925,22.8487794762175,31.4939487689688,18.262808221474,-0.198341848828988,0.57584624779123,0.62192671818369,28.2249696381171,22.4565193549404,25.3407444965288
"ENSG00000143924","EML4","protein_coding","+","chr2",731.973838236417,333.771287997602,738.587571269426,487.392602572,1051.16280818716,591.659888997651,-0.69377557914446,0.0310441990486297,0.0665525675862773,840.574739231,470.941259855751,655.757999543375
"ENSG00000143933","CALM2","protein_coding","-","chr2",2132.96798761594,419.759178693792,2597.1815993285,843.727242986161,3137.24720111381,1058.38056017686,-1.59036431196041,2.42905380482649e-05,0.00143436038130705,2622.46559601942,773.955660618936,1698.21062831918
"ENSG00000143942","CHAC2","protein_coding","+","chr2",36.8625872960194,31.3488616519853,50.515207609616,41.456767580821,59.7762804861038,22.2326252034763,-0.419626191813603,0.247776804123092,0.303994430070294,49.0513584639131,31.6794181454275,40.3653883046703
"ENSG00000143947","RPS27A","protein_coding","+","chr2",9951.33824003233,4433.62600969688,12955.4622741804,6438.79944494448,12845.4028052339,7251.61275016415,-0.852018891245505,0.00656399607702176,0.0267503438452686,11917.4011064822,6041.3460682685,8979.37358737536
"ENSG00000143951","WDPCP","protein_coding","-","chr2",181.887067063064,118.440377528517,118.135412505278,91.0072306736125,184.503760476855,112.514646589063,-0.456736746233336,0.158654639888937,0.21248486662334,161.508746681732,107.320751597064,134.414749139398
"ENSG00000143952","VPS54","protein_coding","-","chr2",178.290673299064,69.8895272962266,208.588819606048,103.052566026434,280.840243851353,167.587390388952,-0.77206700005178,0.0320990237152791,0.0680278130887003,222.573245585488,113.509827903871,168.04153674468
"ENSG00000143970","ASXL2","protein_coding","-","chr2",1329.56602657217,866.946859932351,959.875208889448,734.47418623457,1502.80458141226,1010.60251482856,-0.438758611909799,0.14056217136384,0.193440557977224,1264.08193895796,870.674520331826,1067.37822964489
"ENSG00000143971","ETAA1","protein_coding","+","chr2",57.5458795151913,31.756064140186,91.4773779782856,58.3690678603414,117.453064114729,66.0982660242014,-0.546393334673528,0.134074446727024,0.186823674360279,88.8254405360687,52.0744660082429,70.4499532721558
"ENSG00000143977","SNRPG","protein_coding","-","chr2",112.226726241726,56.9452122587646,188.984796556519,144.876818682076,244.637139176298,139.911950980465,-0.484990647298322,0.16982272183468,0.224277632372874,181.949553991515,113.911327307102,147.930440649308
"ENSG00000144010","TRIM43B","protein_coding","-","chr2",23.7004666991831,73.4895654399957,12.8643253204317,67.0785238680279,10.4436283912243,49.7691860099187,1.72318371933467,0.00050910492857901,0.00742672598472998,15.6694734702797,63.4457584393141,39.5576159547969
"ENSG00000144015","TRIM43","protein_coding","+","chr2",14.9227221195243,36.1392983275364,8.27032632817773,26.8320924916243,3.79793383059014,27.5489278102224,1.2105637292401,0.0180662390301142,0.0474512812997695,8.99699409276405,30.1734395431277,19.5852168179459
"ENSG00000144021","CIAO1","protein_coding","+","chr2",180.909546074151,41.4024817854841,272.749380806529,125.202917708449,312.91646340442,225.818406471264,-0.689063875040945,0.0752763901341165,0.121573918458968,255.525130095033,130.807935321732,193.166532708383
"ENSG00000144026","ZNF514","protein_coding","-","chr2",251.592287316113,68.5462823979147,164.419933612702,95.6949140165646,284.980443324833,126.407801114233,-1.07526278820014,0.00370176896540569,0.019892540536856,233.664221417883,96.8829991762375,165.27361029706
"ENSG00000144028","SNRNP200","protein_coding","-","chr2",1842.97956376944,519.820952960926,1892.09474956501,1104.02332433271,2968.91661633309,1429.6078017311,-0.936282870089552,0.00942519223851122,0.0322589770572837,2234.66364322251,1017.81735967491,1626.24050144871
"ENSG00000144029","MRPS5","protein_coding","-","chr2",316.041706825508,108.00618823883,377.520055216632,240.610668573383,491.455847397278,247.726450678343,-0.805764081544924,0.0229063904969376,0.0551565496761859,395.005869813139,198.781102496852,296.893486154996
"ENSG00000144031","ANKRD53","protein_coding","+","chr2",25.4293135220371,2.93337468601262,5.76878169028014,21.6359215655986,10.061570517111,15.9148024499456,-0.0255211053539232,0.937132565124551,0.947099474377496,13.7532219098094,13.4946995671856,13.6239607384975
"ENSG00000144034","TPRKB","protein_coding","-","chr2",81.7945869231368,36.9847233467834,93.4966924105753,23.9439912932578,101.218916690033,51.4040598848942,-1.04676981815843,0.00913418954430087,0.0317818580772986,92.1700653412484,37.4442581749785,64.8071617581135
"ENSG00000144036","EXOC6B","protein_coding","-","chr2",158.105049907318,100.492688933931,164.956960320986,174.805565433071,263.447655843545,155.645441381685,-0.333253784143116,0.301963406108914,0.359917223189984,195.50322202395,143.647898582896,169.575560303423
"ENSG00000144040","SFXN5","protein_coding","-","chr2",86.9266848510022,29.0150970563617,85.7338816190724,45.8064979988672,144.408975077629,91.8085455689364,-0.661025180484834,0.0843897444759798,0.131635837906747,105.689847182568,55.5433802080551,80.6166136953115
"ENSG00000144043","TEX261","protein_coding","-","chr2",255.647940062306,59.7043764820855,297.204813787344,127.559508984223,473.302074127049,205.842213965905,-1.14062621312545,0.00496735104338549,0.0231955249680741,342.051609325566,131.035366477404,236.543487901485
"ENSG00000144048","DUSP11","protein_coding","-","chr2",91.384632184658,45.2193539101749,112.810884326088,76.3814211288693,163.302698791796,88.4691655384715,-0.60790700934459,0.0882323806387117,0.135852992346893,122.499405100847,70.0233135258386,96.261359313343
"ENSG00000144061","NPHP1","protein_coding","-","chr2",142.270305421123,59.997747529295,114.473149798554,74.6680369291784,108.303032665537,101.02724546221,-0.480947918369174,0.150339941418488,0.204085160894226,121.682162628404,78.5643433068945,100.123252967649
"ENSG00000144118","RALB","protein_coding","+","chr2",316.246512830877,116.473914947566,394.266300034915,202.438091327941,534.790555207692,238.764404799305,-0.977138793586105,0.00633234229047282,0.0262641649010101,415.101122691161,185.892137024937,300.496629858049
"ENSG00000144120","TMEM177","protein_coding","+","chr2",16.8803562551904,0,13.2417933837233,13.0965736977721,29.830724507038,8.58900903287021,-0.634846520420045,0.124784854809042,0.176828974661504,19.9842913819839,7.22852757688075,13.6064094794323
"ENSG00000144134","RABL2A","protein_coding","+","chr2",30.8711588032777,13.4838927165482,62.0725197946926,20.8595271346996,85.7291208962332,29.8905078053592,-1.09418210974785,0.0162317613506444,0.0446392533332544,59.5575998314012,21.411309218869,40.4844545251351
"ENSG00000144136","SLC20A1","protein_coding","+","chr2",256.942747127148,48.1336733029437,383.858012677968,97.0938140603288,557.099123246439,185.110292051195,-1.61421977011904,0.00029011391034362,0.00557328062546698,399.299961017185,110.112593138156,254.70627707767
"ENSG00000144161","ZC3H8","protein_coding","-","chr2",113.456944823874,84.5879478894905,87.1414176872374,74.0597778870313,222.78116766915,191.901803316882,-0.173468950767223,0.610178600640423,0.652972668401874,141.126510060087,116.849843031135,128.988176545611
"ENSG00000144182","LIPT1","protein_coding","+","chr2",43.6718079640902,25.4126396570882,48.0603774098568,29.6475960802225,56.0639389388746,21.5706101048716,-0.676273882052989,0.0797750415138111,0.126583041706954,49.2653747709405,25.5436152807274,37.404495025834
"ENSG00000144199","FAHD2B","protein_coding","-","chr2",144.253965605408,30.335771116003,125.287190658276,60.0355331037636,155.495420504199,93.8390958576586,-0.960156918358159,0.0145586330048683,0.0419013303523519,141.678858922628,61.4034666924751,101.541162807551
"ENSG00000144224","UBXN4","protein_coding","+","chr2",877.728212653541,310.464356095436,875.528402381548,416.670524386001,1421.38701056447,679.587851029247,-0.996606922500111,0.00518814196229936,0.0237459798775256,1058.21454186652,468.907577170228,763.561059518375
"ENSG00000144228","SPOPL","protein_coding","+","chr2",141.151444985606,115.464692675136,182.927275763776,126.080163540714,289.077165371257,118.254075361067,-0.607078164627416,0.0718075456563067,0.117563607456354,204.385295373546,119.932977192306,162.159136282926
"ENSG00000144231","POLR2D","protein_coding","-","chr2",206.007981098079,73.0376006886935,317.971059028049,144.158588293363,368.494179248264,162.220695232711,-1.02661092532675,0.00607488772700909,0.0258292464663484,297.491073124798,126.472294738256,211.981683931527
"ENSG00000144233","AMMECR1L","protein_coding","-","chr2",420.670647832177,162.781203371235,424.701193078342,238.169519157453,598.153923859435,328.711127986022,-0.8184207495618,0.0161137694993482,0.0445019708350303,481.175254923318,243.220616838237,362.197935880777
"ENSG00000144283","PKP4","protein_coding","+","chr2",152.228955054385,130.939594807237,205.132706615406,98.3228833143094,271.053326706133,250.966970498308,-0.275198028403334,0.408002719450226,0.464134774309495,209.471662791974,160.076482873285,184.774072832629
"ENSG00000144285","SCN1A","protein_coding","-","chr2",58.7066774200938,223.251544917462,63.3355523036159,152.850989240457,41.4587548246793,172.092137432589,1.58341095869949,5.04022280318567e-05,0.00219813895983709,54.5003281827963,182.731557196836,118.615942689816
"ENSG00000144306","SCRN3","protein_coding","+","chr2",66.2308377595868,38.6799150450079,112.387583485756,56.2338507615227,150.717444167668,53.8103958218658,-0.902531798161859,0.0201183817801763,0.0507431260782694,109.778621804337,49.5747205427988,79.6766711735678
